Word,word_Two,Year,Frequency
15th,also,1844,2
15th,appetite,1844,2
15th,back,1844,2
15th,coat,1844,2
15th,covered,1844,2
15th,days,1844,2
15th,jacob,1844,2
15th,pulse,1844,2
15th,rheumatism,1844,2
15th,skin,1844,2
15th,soft,1844,2
15th,taken,1844,2
15th,weeks,1844,2
15th,23rd,1850,1
15th,along,1850,1
15th,ankle,1850,1
15th,appetite,1850,1
15th,application,1850,1
15th,aspect,1850,1
15th,blisters,1850,1
15th,bowels,1850,1
15th,brown,1850,1
15th,carolina,1850,1
15th,chronic,1850,1
15th,coated,1850,1
15th,commencing,1850,1
15th,complained,1850,1
15th,constipation,1850,1
15th,continue,1850,1
15th,course,1850,1
15th,cuticles,1850,1
15th,damp,1850,1
15th,days,1850,1
15th,down,1850,1
15th,drinking,1850,1
15th,eight,1850,1
15th,ever,1850,1
15th,extending,1850,1
15th,first,1850,1
15th,five,1850,1
15th,general,1850,1
15th,gone,1850,1
15th,good,1850,1
15th,health,1850,1
15th,late,1850,1
15th,mary,1850,1
15th,menstruates,1850,1
15th,morph,1850,1
15th,motion,1850,1
15th,natural,1850,1
15th,norm,1850,1
15th,peter,1850,1
15th,posterior,1850,1
15th,regularly,1850,1
15th,sick,1850,1
15th,somewhat,1850,1
15th,south,1850,1
15th,sprinkled,1850,1
15th,status,1850,1
15th,suffer,1850,1
15th,temp,1850,1
15th,thigh,1850,1
15th,white,1850,1
15th,affect,1850,1
15th,aggravated,1850,1
15th,alexander,1850,1
15th,another,1850,1
15th,appear,1850,1
15th,arms,1850,1
15th,attack,1850,1
15th,before,1850,1
15th,cervical,1850,1
15th,character,1850,1
15th,column,1850,1
15th,completely,1850,1
15th,disappeared,1850,1
15th,discharged,1850,1
15th,dischargeing,1850,1
15th,discovered,1850,1
15th,during,1850,1
15th,especially,1850,1
15th,fall,1850,1
15th,gardiner,1850,1
15th,gradually,1850,1
15th,have,1850,1
15th,hour,1850,1
15th,hours,1850,1
15th,improvement,1850,1
15th,inserted,1850,1
15th,ireland,1850,1
15th,joints,1850,1
15th,june,1850,1
15th,last,1850,1
15th,lost,1850,1
15th,marked,1850,1
15th,middle,1850,1
15th,moving,1850,1
15th,never,1850,1
15th,pass,1850,1
15th,raise,1850,1
15th,relieved,1850,1
15th,severe,1850,1
15th,sharp,1850,1
15th,shoulders,1850,1
15th,sixth,1850,1
15th,slight,1850,1
15th,strength,1850,1
15th,summer,1850,1
15th,taken,1850,1
15th,that,1850,1
15th,those,1850,1
15th,three,1850,1
15th,time,1850,1
15th,trouble,1850,1
15th,upper,1850,1
15th,vertebral,1850,1
15th,without,1850,1
15th,work,1850,1
15th,would,1850,1
15th,18th,1809,1
15th,24th,1809,1
15th,28th,1809,1
15th,account,1809,1
15th,allay,1809,1
15th,allays,1809,1
15th,anodyne,1809,1
15th,apparently,1809,1
15th,attending,1809,1
15th,book,1809,1
15th,case,1809,1
15th,clinical,1809,1
15th,comfortable,1809,1
15th,complains,1809,1
15th,complaint,1809,1
15th,convalescent,1809,1
15th,cough,1809,1
15th,coughing,1809,1
15th,digitalis,1809,1
15th,drafts,1809,1
15th,effect,1809,1
15th,evening,1809,1
15th,evidently,1809,1
15th,feverish,1809,1
15th,fifty,1809,1
15th,free,1809,1
15th,frequent,1809,1
15th,general,1809,1
15th,gives,1809,1
15th,hundred,1809,1
15th,improves,1809,1
15th,kidneys,1809,1
15th,less,1809,1
15th,medicated,1809,1
15th,medicine,1809,1
15th,milk,1809,1
15th,more,1809,1
15th,night,1809,1
15th,omit,1809,1
15th,other,1809,1
15th,pains,1809,1
15th,peppermint,1809,1
15th,physician,1809,1
15th,pulmonary,1809,1
15th,remains,1809,1
15th,respect,1809,1
15th,rest,1809,1
15th,retained,1809,1
15th,slight,1809,1
15th,stomach,1809,1
15th,subsiding,1809,1
15th,symptoms,1809,1
15th,than,1809,1
15th,this,1809,1
15th,until,1809,1
15th,variableness,1809,1
15th,water,1809,1
15th,15th,1856,1
15th,15th,1862,1
15th,17th,1844,1
15th,able,1844,1
15th,about,1844,1
15th,aching,1844,1
15th,action,1844,1
15th,acute,1844,1
15th,along,1844,1
15th,ankle,1844,1
15th,apex,1844,1
15th,attack,1844,1
15th,beating,1844,1
15th,began,1844,1
15th,below,1844,1
15th,bones,1844,1
15th,character,1844,1
15th,chill,1844,1
15th,clean,1844,1
15th,complains,1844,1
15th,constipated,1844,1
15th,denmark,1844,1
15th,derangement,1844,1
15th,disease,1844,1
15th,during,1844,1
15th,emetic,1844,1
15th,feet,1844,1
15th,followed,1844,1
15th,from,1844,1
15th,full,1844,1
15th,gastric,1844,1
15th,having,1844,1
15th,head,1844,1
15th,heavy,1844,1
15th,immediately,1844,1
15th,intermittent,1844,1
15th,ireland,1844,1
15th,kept,1844,1
15th,knee,1844,1
15th,laborer,1844,1
15th,limbs,1844,1
15th,lucas,1844,1
15th,made,1844,1
15th,maine,1844,1
15th,mist,1844,1
15th,moist,1844,1
15th,nearly,1844,1
15th,never,1844,1
15th,nipple,1844,1
15th,noticed,1844,1
15th,plains,1844,1
15th,quick,1844,1
15th,rather,1844,1
15th,recovered,1844,1
15th,regular,1844,1
15th,right,1844,1
15th,seaman,1844,1
15th,since,1844,1
15th,small,1844,1
15th,states,1844,1
15th,strikes,1844,1
15th,strong,1844,1
15th,subject,1844,1
15th,suffered,1844,1
15th,suffers,1844,1
15th,swelling,1844,1
15th,that,1844,1
15th,thick,1844,1
15th,thinks,1844,1
15th,this,1844,1
15th,time,1844,1
15th,tongue,1844,1
15th,took,1844,1
15th,until,1844,1
15th,warm,1844,1
15th,when,1844,1
15th,while,1844,1
15th,white,1844,1
15th,work,1844,1
15th,worse,1844,1
15th,year,1844,1
15th,years,1844,1
15th,yellowish,1844,1
16th,blood,1840,6
16th,found,1840,6
16th,small,1840,6
16th,part,1840,5
16th,patient,1840,5
16th,pulse,1840,5
16th,pills,1809,5
16th,bone,1840,4
16th,brain,1840,4
16th,head,1840,4
16th,ireland,1840,4
16th,pericardium,1840,4
16th,right,1840,4
16th,through,1840,4
16th,patient,1849,4
16th,after,1840,3
16th,also,1840,3
16th,applied,1840,3
16th,base,1840,3
16th,case,1840,3
16th,fracture,1840,3
16th,great,1840,3
16th,into,1840,3
16th,just,1840,3
16th,labourer,1840,3
16th,over,1840,3
16th,ribs,1840,3
16th,scalp,1840,3
16th,several,1840,3
16th,ulcers,1840,3
16th,three,1849,3
16th,times,1849,3
16th,into,1809,3
16th,pain,1809,3
16th,yellowness,1809,3
16th,23rd,1840,2
16th,abdomen,1840,2
16th,admission,1840,2
16th,admitted,1840,2
16th,became,1840,2
16th,before,1840,2
16th,began,1840,2
16th,below,1840,2
16th,between,1840,2
16th,bleed,1840,2
16th,colon,1840,2
16th,condition,1840,2
16th,contact,1840,2
16th,directly,1840,2
16th,existed,1840,2
16th,extravasation,1840,2
16th,frequent,1840,2
16th,hour,1840,2
16th,inch,1840,2
16th,injury,1840,2
16th,intestines,1840,2
16th,large,1840,2
16th,lingered,1840,2
16th,little,1840,2
16th,liver,1840,2
16th,most,1840,2
16th,native,1840,2
16th,opening,1840,2
16th,other,1840,2
16th,pulseless,1840,2
16th,received,1840,2
16th,removed,1840,2
16th,skin,1840,2
16th,skull,1840,2
16th,smaller,1840,2
16th,soon,1840,2
16th,stimulants,1840,2
16th,stomach,1840,2
16th,that,1840,2
16th,there,1840,2
16th,this,1840,2
16th,tissue,1840,2
16th,whole,1840,2
16th,also,1849,2
16th,ball,1849,2
16th,bone,1849,2
16th,discharge,1849,2
16th,groin,1849,2
16th,ilium,1849,2
16th,mouth,1849,2
16th,over,1849,2
16th,peritonitis,1849,2
16th,still,1849,2
16th,symptoms,1849,2
16th,wound,1849,2
16th,aloes,1809,2
16th,appetite,1809,2
16th,april,1809,2
16th,countenance,1809,2
16th,extending,1809,2
16th,following,1809,2
16th,four,1809,2
16th,juniper,1809,2
16th,mind,1809,2
16th,nearly,1809,2
16th,received,1809,2
16th,skin,1809,2
16th,symptoms,1809,2
16th,tart,1809,2
16th,three,1809,2
16th,black,1841,2
16th,head,1841,2
16th,injected,1841,2
16th,mucus,1841,2
16th,sick,1841,2
16th,22nd,1840,1
16th,accident,1840,1
16th,accordingly,1840,1
16th,administered,1840,1
16th,afternoon,1840,1
16th,afterward,1840,1
16th,against,1840,1
16th,almost,1840,1
16th,along,1840,1
16th,ammonia,1840,1
16th,another,1840,1
16th,anterior,1840,1
16th,appearances,1840,1
16th,april,1840,1
16th,arch,1840,1
16th,back,1840,1
16th,backwards,1840,1
16th,balsam,1840,1
16th,bandaged,1840,1
16th,belly,1840,1
16th,bladder,1840,1
16th,bled,1840,1
16th,bloody,1840,1
16th,body,1840,1
16th,bottles,1840,1
16th,brandy,1840,1
16th,broken,1840,1
16th,brought,1840,1
16th,burk,1840,1
16th,called,1840,1
16th,cavity,1840,1
16th,chest,1840,1
16th,circles,1840,1
16th,clavicle,1840,1
16th,cold,1840,1
16th,collapsed,1840,1
16th,comatose,1840,1
16th,commencing,1840,1
16th,constantly,1840,1
16th,consultation,1840,1
16th,controlled,1840,1
16th,copious,1840,1
16th,copiously,1840,1
16th,cough,1840,1
16th,could,1840,1
16th,cured,1840,1
16th,death,1840,1
16th,decidedly,1840,1
16th,depth,1840,1
16th,determined,1840,1
16th,diaphragm,1840,1
16th,different,1840,1
16th,discharged,1840,1
16th,displacement,1840,1
16th,dollar,1840,1
16th,each,1840,1
16th,edge,1840,1
16th,eggnog,1840,1
16th,enema,1840,1
16th,evening,1840,1
16th,extend,1840,1
16th,extraordinary,1840,1
16th,extravasated,1840,1
16th,fall,1840,1
16th,fallen,1840,1
16th,feet,1840,1
16th,filled,1840,1
16th,fingers,1840,1
16th,first,1840,1
16th,flowed,1840,1
16th,fluid,1840,1
16th,folds,1840,1
16th,following,1840,1
16th,forced,1840,1
16th,four,1840,1
16th,fourth,1840,1
16th,free,1840,1
16th,fuller,1840,1
16th,gall,1840,1
16th,given,1840,1
16th,ground,1840,1
16th,half,1840,1
16th,have,1840,1
16th,having,1840,1
16th,healed,1840,1
16th,healthy,1840,1
16th,heart,1840,1
16th,hospital,1840,1
16th,hours,1840,1
16th,house,1840,1
16th,however,1840,1
16th,inches,1840,1
16th,include,1840,1
16th,inferior,1840,1
16th,infiltrated,1840,1
16th,injured,1840,1
16th,insensible,1840,1
16th,irregular,1840,1
16th,itself,1840,1
16th,james,1840,1
16th,kick,1840,1
16th,labored,1840,1
16th,lacerated,1840,1
16th,laceration,1840,1
16th,lacerations,1840,1
16th,legs,1840,1
16th,length,1840,1
16th,lesser,1840,1
16th,line,1840,1
16th,lobe,1840,1
16th,lung,1840,1
16th,mason,1840,1
16th,mediastinal,1840,1
16th,michael,1840,1
16th,middle,1840,1
16th,might,1840,1
16th,ministered,1840,1
16th,moaning,1840,1
16th,more,1840,1
16th,moribund,1840,1
16th,mound,1840,1
16th,near,1840,1
16th,occipital,1840,1
16th,operation,1840,1
16th,organs,1840,1
16th,outer,1840,1
16th,pain,1840,1
16th,parietal,1840,1
16th,passed,1840,1
16th,pericranium,1840,1
16th,peritoneum,1840,1
16th,placed,1840,1
16th,places,1840,1
16th,points,1840,1
16th,portion,1840,1
16th,post,1840,1
16th,poultice,1840,1
16th,powers,1840,1
16th,pressure,1840,1
16th,protuberance,1840,1
16th,pupils,1840,1
16th,pushed,1840,1
16th,quantity,1840,1
16th,rallied,1840,1
16th,rapidly,1840,1
16th,rather,1840,1
16th,relief,1840,1
16th,removing,1840,1
16th,respiration,1840,1
16th,restless,1840,1
16th,result,1840,1
16th,return,1840,1
16th,returned,1840,1
16th,ruptured,1840,1
16th,same,1840,1
16th,scaffold,1840,1
16th,seen,1840,1
16th,sensible,1840,1
16th,shin,1840,1
16th,shoulder,1840,1
16th,sinapism,1840,1
16th,sinapisms,1840,1
16th,since,1840,1
16th,size,1840,1
16th,slight,1840,1
16th,spaces,1840,1
16th,speak,1840,1
16th,sphenoid,1840,1
16th,stage,1840,1
16th,sternum,1840,1
16th,stopped,1840,1
16th,story,1840,1
16th,striking,1840,1
16th,substance,1840,1
16th,superficial,1840,1
16th,surface,1840,1
16th,taking,1840,1
16th,tart,1840,1
16th,than,1840,1
16th,then,1840,1
16th,these,1840,1
16th,thick,1840,1
16th,thickened,1840,1
16th,time,1840,1
16th,ting,1840,1
16th,toddy,1840,1
16th,transverse,1840,1
16th,treatment,1840,1
16th,trephine,1840,1
16th,turning,1840,1
16th,under,1840,1
16th,until,1840,1
16th,upper,1840,1
16th,venous,1840,1
16th,ward,1840,1
16th,warm,1840,1
16th,warmth,1840,1
16th,water,1840,1
16th,where,1840,1
16th,window,1840,1
16th,year,1840,1
16th,19th,1849,1
16th,after,1849,1
16th,anodyne,1849,1
16th,applied,1849,1
16th,came,1849,1
16th,ceased,1849,1
16th,complains,1849,1
16th,continuing,1849,1
16th,controlled,1849,1
16th,date,1849,1
16th,days,1849,1
16th,diarrhea,1849,1
16th,different,1849,1
16th,dose,1849,1
16th,edwin,1849,1
16th,engineer,1849,1
16th,entering,1849,1
16th,exposure,1849,1
16th,frequent,1849,1
16th,gargle,1849,1
16th,gradually,1849,1
16th,gunshot,1849,1
16th,have,1849,1
16th,hemorrhage,1849,1
16th,inch,1849,1
16th,inches,1849,1
16th,inside,1849,1
16th,irritable,1849,1
16th,keeping,1849,1
16th,lafayette,1849,1
16th,made,1849,1
16th,making,1849,1
16th,mccormick,1849,1
16th,means,1849,1
16th,mist,1849,1
16th,months,1849,1
16th,morning,1849,1
16th,musket,1849,1
16th,nearly,1849,1
16th,ounce,1849,1
16th,pieces,1849,1
16th,place,1849,1
16th,poultice,1849,1
16th,powders,1849,1
16th,pulse,1849,1
16th,quin,1849,1
16th,reduced,1849,1
16th,seaman,1849,1
16th,shattering,1849,1
16th,since,1849,1
16th,sore,1849,1
16th,standing,1849,1
16th,superior,1849,1
16th,take,1849,1
16th,then,1849,1
16th,this,1849,1
16th,took,1849,1
16th,touched,1849,1
16th,traversing,1849,1
16th,tympanitic,1849,1
16th,warren,1849,1
16th,webster,1849,1
16th,when,1849,1
16th,while,1849,1
16th,wiry,1849,1
16th,26th,1809,1
16th,abatement,1809,1
16th,admitted,1809,1
16th,aged,1809,1
16th,appeared,1809,1
16th,bedwell,1809,1
16th,before,1809,1
16th,being,1809,1
16th,belly,1809,1
16th,bleeding,1809,1
16th,body,1809,1
16th,born,1809,1
16th,brighter,1809,1
16th,briskly,1809,1
16th,calomel,1809,1
16th,cathartic,1809,1
16th,colour,1809,1
16th,coloured,1809,1
16th,common,1809,1
16th,continue,1809,1
16th,cooper,1809,1
16th,cured,1809,1
16th,days,1809,1
16th,deep,1809,1
16th,degree,1809,1
16th,disappeared,1809,1
16th,discontinued,1809,1
16th,doses,1809,1
16th,each,1809,1
16th,ensuing,1809,1
16th,every,1809,1
16th,evident,1809,1
16th,extreme,1809,1
16th,eyes,1809,1
16th,found,1809,1
16th,furred,1809,1
16th,germany,1809,1
16th,great,1809,1
16th,have,1809,1
16th,heated,1809,1
16th,hospital,1809,1
16th,hours,1809,1
16th,improveing,1809,1
16th,kidneys,1809,1
16th,little,1809,1
16th,made,1809,1
16th,make,1809,1
16th,march,1809,1
16th,more,1809,1
16th,morning,1809,1
16th,much,1809,1
16th,natural,1809,1
16th,nauseating,1809,1
16th,nose,1809,1
16th,ordered,1809,1
16th,over,1809,1
16th,pains,1809,1
16th,particularly,1809,1
16th,prescribed,1809,1
16th,puls,1809,1
16th,pulse,1809,1
16th,quantities,1809,1
16th,region,1809,1
16th,resumed,1809,1
16th,right,1809,1
16th,same,1809,1
16th,shoulder,1809,1
16th,size,1809,1
16th,soda,1809,1
16th,soreness,1809,1
16th,stated,1809,1
16th,stationary,1809,1
16th,strength,1809,1
16th,take,1809,1
16th,than,1809,1
16th,times,1809,1
16th,took,1809,1
16th,urine,1809,1
16th,usual,1809,1
16th,week,1809,1
16th,went,1809,1
16th,whole,1809,1
16th,york,1809,1
16th,actively,1841,1
16th,afforded,1841,1
16th,almost,1841,1
16th,also,1841,1
16th,answers,1841,1
16th,around,1841,1
16th,attempts,1841,1
16th,back,1841,1
16th,bowels,1841,1
16th,burning,1841,1
16th,caecum,1841,1
16th,came,1841,1
16th,cardiac,1841,1
16th,case,1841,1
16th,chest,1841,1
16th,chills,1841,1
16th,colon,1841,1
16th,color,1841,1
16th,complaining,1841,1
16th,couple,1841,1
16th,covered,1841,1
16th,crepitous,1841,1
16th,dark,1841,1
16th,days,1841,1
16th,difficulty,1841,1
16th,distinct,1841,1
16th,enlarged,1841,1
16th,entered,1841,1
16th,escape,1841,1
16th,evans,1841,1
16th,expectorates,1841,1
16th,extremity,1841,1
16th,farmer,1841,1
16th,fever,1841,1
16th,flexure,1841,1
16th,followed,1841,1
16th,glands,1841,1
16th,grains,1841,1
16th,have,1841,1
16th,high,1841,1
16th,ileum,1841,1
16th,inflammation,1841,1
16th,leeched,1841,1
16th,like,1841,1
16th,living,1841,1
16th,lower,1841,1
16th,marked,1841,1
16th,minute,1841,1
16th,moist,1841,1
16th,neck,1841,1
16th,opened,1841,1
16th,pain,1841,1
16th,pains,1841,1
16th,part,1841,1
16th,plates,1841,1
16th,pneumonia,1841,1
16th,prominent,1841,1
16th,prostrate,1841,1
16th,pulpy,1841,1
16th,pulse,1841,1
16th,question,1841,1
16th,quite,1841,1
16th,rattle,1841,1
16th,readily,1841,1
16th,reddish,1841,1
16th,respirations,1841,1
16th,rhonchus,1841,1
16th,rice,1841,1
16th,right,1841,1
16th,room,1841,1
16th,says,1841,1
16th,sigmoid,1841,1
16th,signs,1841,1
16th,since,1841,1
16th,skin,1841,1
16th,small,1841,1
16th,soft,1841,1
16th,softened,1841,1
16th,solitary,1841,1
16th,some,1841,1
16th,sordes,1841,1
16th,stomach,1841,1
16th,swallowing,1841,1
16th,taken,1841,1
16th,teeth,1841,1
16th,tissue,1841,1
16th,tong,1841,1
16th,trachea,1841,1
16th,treated,1841,1
16th,wales,1841,1
16th,weeks,1841,1
17th,pain,1844,6
17th,bowels,1844,3
17th,discharged,1844,3
17th,fever,1844,3
17th,heart,1844,3
17th,still,1844,3
17th,also,1844,2
17th,appetite,1844,2
17th,back,1844,2
17th,coat,1844,2
17th,covered,1844,2
17th,days,1844,2
17th,jacob,1844,2
17th,pulse,1844,2
17th,rheumatism,1844,2
17th,skin,1844,2
17th,soft,1844,2
17th,taken,1844,2
17th,weeks,1844,2
17th,surgeon,1837,2
17th,able,1844,1
17th,about,1844,1
17th,aching,1844,1
17th,action,1844,1
17th,acute,1844,1
17th,along,1844,1
17th,ankle,1844,1
17th,apex,1844,1
17th,attack,1844,1
17th,beating,1844,1
17th,began,1844,1
17th,below,1844,1
17th,bones,1844,1
17th,character,1844,1
17th,chill,1844,1
17th,clean,1844,1
17th,complains,1844,1
17th,constipated,1844,1
17th,denmark,1844,1
17th,derangement,1844,1
17th,disease,1844,1
17th,during,1844,1
17th,emetic,1844,1
17th,feet,1844,1
17th,followed,1844,1
17th,from,1844,1
17th,full,1844,1
17th,gastric,1844,1
17th,having,1844,1
17th,head,1844,1
17th,heavy,1844,1
17th,immediately,1844,1
17th,intermittent,1844,1
17th,ireland,1844,1
17th,kept,1844,1
17th,knee,1844,1
17th,laborer,1844,1
17th,limbs,1844,1
17th,lucas,1844,1
17th,made,1844,1
17th,maine,1844,1
17th,mist,1844,1
17th,moist,1844,1
17th,nearly,1844,1
17th,never,1844,1
17th,nipple,1844,1
17th,noticed,1844,1
17th,plains,1844,1
17th,quick,1844,1
17th,rather,1844,1
17th,recovered,1844,1
17th,regular,1844,1
17th,right,1844,1
17th,seaman,1844,1
17th,since,1844,1
17th,small,1844,1
17th,states,1844,1
17th,strikes,1844,1
17th,strong,1844,1
17th,subject,1844,1
17th,suffered,1844,1
17th,suffers,1844,1
17th,swelling,1844,1
17th,that,1844,1
17th,thick,1844,1
17th,thinks,1844,1
17th,this,1844,1
17th,time,1844,1
17th,tongue,1844,1
17th,took,1844,1
17th,until,1844,1
17th,warm,1844,1
17th,when,1844,1
17th,while,1844,1
17th,white,1844,1
17th,work,1844,1
17th,worse,1844,1
17th,year,1844,1
17th,years,1844,1
17th,yellowish,1844,1
17th,19th,1837,1
17th,admitted,1837,1
17th,aged,1837,1
17th,applied,1837,1
17th,aqua,1837,1
17th,attending,1837,1
17th,ball,1837,1
17th,born,1837,1
17th,came,1837,1
17th,complains,1837,1
17th,conjunctivitis,1837,1
17th,cured,1837,1
17th,discharged,1837,1
17th,gould,1837,1
17th,hoffman,1837,1
17th,mast,1837,1
17th,morrison,1837,1
17th,opened,1837,1
17th,redness,1837,1
17th,slight,1837,1
17th,there,1837,1
17th,vegetable,1837,1
17th,vessel,1837,1
17th,work,1837,1
18th,continues,1809,7
18th,pain,1850,5
18th,improve,1809,5
18th,being,1849,4
18th,treatment,1849,4
18th,pulse,1809,4
18th,discharged,1849,3
18th,fracture,1849,3
18th,inclined,1849,3
18th,patient,1849,3
18th,plane,1849,3
18th,swelling,1849,3
18th,thigh,1849,3
18th,apii,1849,3
18th,testicle,1849,3
18th,every,1809,3
18th,generally,1809,3
18th,other,1809,3
18th,still,1809,3
18th,disappeared,1850,2
18th,discharged,1850,2
18th,gone,1850,2
18th,more,1850,2
18th,than,1850,2
18th,water,1850,2
18th,admission,1849,2
18th,caught,1849,2
18th,caused,1849,2
18th,cured,1849,2
18th,days,1849,2
18th,face,1849,2
18th,falling,1849,2
18th,limb,1849,2
18th,removed,1849,2
18th,soreness,1849,2
18th,standing,1849,2
18th,straight,1849,2
18th,there,1849,2
18th,20th,1849,2
18th,also,1849,2
18th,boatman,1849,2
18th,painful,1849,2
18th,quin,1849,2
18th,size,1849,2
18th,tender,1849,2
18th,25th,1809,2
18th,30th,1809,2
18th,attending,1809,2
18th,continue,1809,2
18th,diet,1809,2
18th,house,1809,2
18th,improved,1809,2
18th,less,1809,2
18th,night,1809,2
18th,physician,1809,2
18th,rapid,1809,2
18th,since,1809,2
18th,takes,1809,2
18th,water,1809,2
18th,being,1809,2
18th,directed,1809,2
18th,large,1809,2
18th,penis,1809,2
18th,quantity,1809,2
18th,size,1809,2
18th,there,1809,2
18th,ulcers,1809,2
18th,admission,1850,1
18th,aggravated,1850,1
18th,anything,1850,1
18th,appears,1850,1
18th,appetite,1850,1
18th,attack,1850,1
18th,back,1850,1
18th,boatman,1850,1
18th,bronchitis,1850,1
18th,chill,1850,1
18th,comes,1850,1
18th,complains,1850,1
18th,constant,1850,1
18th,cough,1850,1
18th,cured,1850,1
18th,daniel,1850,1
18th,days,1850,1
18th,desire,1850,1
18th,during,1850,1
18th,forced,1850,1
18th,four,1850,1
18th,frequently,1850,1
18th,gaining,1850,1
18th,gravel,1850,1
18th,head,1850,1
18th,inspiration,1850,1
18th,ireland,1850,1
18th,jersey,1850,1
18th,just,1850,1
18th,light,1850,1
18th,mease,1850,1
18th,months,1850,1
18th,mostly,1850,1
18th,nothing,1850,1
18th,obliged,1850,1
18th,often,1850,1
18th,passes,1850,1
18th,passing,1850,1
18th,past,1850,1
18th,rapidly,1850,1
18th,ribs,1850,1
18th,says,1850,1
18th,seaman,1850,1
18th,short,1850,1
18th,since,1850,1
18th,stokes,1850,1
18th,taken,1850,1
18th,taste,1850,1
18th,thick,1850,1
18th,three,1850,1
18th,troubled,1850,1
18th,type,1850,1
18th,urine,1850,1
18th,whenever,1850,1
18th,year,1850,1
18th,29th,1849,1
18th,allowed,1849,1
18th,apparatus,1849,1
18th,back,1849,1
18th,bank,1849,1
18th,between,1849,1
18th,bone,1849,1
18th,comer,1849,1
18th,complains,1849,1
18th,continue,1849,1
18th,contusion,1849,1
18th,could,1849,1
18th,crutches,1849,1
18th,davis,1849,1
18th,double,1849,1
18th,earth,1849,1
18th,edward,1849,1
18th,england,1849,1
18th,gradually,1849,1
18th,happened,1849,1
18th,having,1849,1
18th,ireland,1849,1
18th,james,1849,1
18th,joint,1849,1
18th,keep,1849,1
18th,knee,1849,1
18th,laborer,1849,1
18th,longer,1849,1
18th,lotion,1849,1
18th,machinist,1849,1
18th,motion,1849,1
18th,neck,1849,1
18th,nine,1849,1
18th,omnibus,1849,1
18th,opium,1849,1
18th,ordered,1849,1
